latitude,longitude,wpd_median,color_wpd_median,ghi_median,color_ghi_median,wpd_mean,color_wpd_mean,ghi_mean,color_ghi_mean,wpd_availability,color_wpd_availability,ghi_availability,color_ghi_availability,wss,color_wss,scw,color_scw,wcs,color_wcs,wind_ep_length,color_wind_ep_length,solar_ep_length,color_solar_ep_length,solar_ep_lull,color_solar_ep_lull,wind_ep_lull,color_wind_ep_lull
6.84,93.84,177.21582,165,450.18115,450,276.17673,285,464.12106,450,43.55022831,50,77.72895467,80,26.66666667,30,21.74657534,30,4.920091324,5,34.05357143,30,8.824146982,7,5.327978581,3,44.15178571,45
6.96,93.84,181.23073,195,462.5,450,278.37363,285,466.9837,450,43.77853881,50,78.1712963,80,26.63242009,30,21.75799087,30,4.874429224,5,31.68595041,30,9.157181572,10,5.391836735,3,40.70247934,45
7.08,93.72,185.00073,195,459.3358,450,279.92368,285,464.9444,450,44.15525114,50,78.25584085,80,26.49543379,30,21.59817352,30,4.897260274,5,31.69672131,30,9.145945946,10,5.377717391,3,40.09836066,45
7.08,93.84,184.68375,195,460.00742,450,280.39426,285,467.44388,450,44.05251142,50,78.42774566,80,26.52968037,30,21.67808219,30,4.851598174,5,31.11290323,30,9.267759563,10,5.396174863,3,39.52419355,45
7.2,93.84,185.94975,195,466.2705,450,282.50302,285,468.6822,450,44.45205479,50,78.11198519,80,26.33561644,30,21.41552511,30,4.920091324,5,29.49242424,28,9.226775956,10,5.416666667,3,36.86363636,45
7.92,93.36,203.45078,195,466.49997,450,300.89868,315,469.4641,450,45.60502283,50,78.25785582,80,26.18721461,30,21.13013699,30,5.057077626,7,27.35616438,28,9.254098361,10,5.403005464,3,32.6369863,45
8.04,93.48,205.13898,195,470.18048,450,303.3994,315,470.99503,450,45.84474886,50,78.38150289,80,26.16438356,30,21.00456621,30,5.159817352,7,26.07142857,25,9.18699187,10,5.376870748,3,30.80519481,45
8.16,77.28,164.5813,165,561.3387,570,314.30832,315,541.9247,570,43.23059361,50,81.95436737,90,25.77625571,30,21.99771689,30,3.778538813,5,26.66901408,25,9.715846995,10,5.172131148,3,34.76923077,45
8.16,77.4,210.46262,225,565.5,570,369.89926,315,542.76086,570,47.6369863,50,81.69241411,90,23.91552511,30,19.7260274,20,4.189497717,5,29.80714286,28,9.709589041,10,5.195622435,3,32.5248227,45
8.16,77.52,342.41782,315,566.025,570,470.26068,315,544.7012,570,56.98630137,60,81.47208122,90,19.65753425,20,14.65753425,20,5,7,29.01744186,28,9.623978202,10,5.19781719,3,21.90697674,15
8.16,77.64,514.8081,315,574.25,570,593.68933,315,547.3076,570,69.23515982,70,81.62511542,90,16.19863014,20,10.21689498,20,5.98173516,7,40.97297297,30,9.661202186,10,5.199453552,3,18.33333333,15
8.16,93.48,206.17682,195,468.5,450,306.4199,315,470.56992,450,46.02739726,50,78.50380974,80,26.05022831,30,20.90182648,30,5.148401826,7,26.69536424,25,9.216802168,10,5.361904762,3,31.31125828,45
8.28,77.16,95.99235,105,557.49304,570,211.54182,225,537.5959,510,32.8196347,40,81.29032258,90,27.4086758,30,24.7260274,30,2.682648402,5,24.15966387,25,9.592391304,10,5.19346049,3,49.03333333,45
8.28,77.28,83.03436,75,556.13403,570,211.88437,225,535.1457,510,32.4543379,40,81.47038488,90,27.14611872,30,24.50913242,30,2.636986301,5,27.07619048,28,9.632152589,10,5.19372442,3,55.81132075,45
8.28,77.4,65.95305,75,545.5,570,202.63991,195,524.46826,510,31.97488584,40,81.07858954,90,26.35844749,30,23.75570776,30,2.602739726,5,22.408,22,9.508108108,10,5.195652174,3,47.28571429,45
8.28,77.52,97.39606,105,557,570,207.08817,195,532.94446,510,32.79680365,40,81.27453244,90,24.30365297,30,21.65525114,30,2.648401826,5,14.51010101,13,9.620218579,10,5.219945355,3,29.57788945,15
8.28,77.64,175.82834,165,563.4266,570,262.01572,255,538.87244,510,41.01598174,50,81.37119114,90,19.36073059,20,15.91324201,20,3.447488584,5,11.4031746,10,9.581521739,10,5.198910082,3,16.45541401,15
8.28,77.76,272.15778,285,569,570,362.4063,315,541.3151,570,54.41780822,60,81.48062731,90,19.65753425,20,14.39497717,20,5.262557078,7,15.17834395,16,9.653005464,10,5.203551913,3,12.7571885,15
8.28,77.88,395.99496,315,577.2445,570,477.86227,315,545.25195,570,65.62785388,70,81.6444035,90,19.66894977,20,13.51598174,20,6.152968037,7,23.27125506,22,9.68852459,10,5.18579235,3,12.2398374,15
8.4,77.04,70.56098,75,555.407,570,148.1447,135,532.56836,510,23.85844749,30,80.78693051,90,29.10958904,30,27.3173516,30,1.792237443,2,13.31210191,13,9.438172043,10,5.191056911,3,42.20886076,45
8.4,77.16,53.265987,45,533.1087,510,129.74547,135,509.74356,510,19.49771689,20,80.77365876,90,29.10958904,30,27.65981735,30,1.449771689,2,10.35151515,10,9.332446809,10,5.165768194,3,42.47590361,45
8.4,77.28,34.76489,45,523.8001,510,114.89312,105,508.61285,510,17.10045662,20,80.87557604,90,29.97716895,30,28.74429224,30,1.232876712,2,9.602564103,10,9.385026738,10,5.178378378,3,46.24840764,45
8.4,77.4,20.908018,15,530,510,90.65026,105,512.55023,510,12.7739726,20,80.47378105,90,31.68949772,40,30.86757991,40,0.821917808,2,7.510067114,7,9.482384824,10,5.228571429,3,50.93333333,45
8.4,77.52,24.383343,15,545,570,66.14564,75,524.86316,510,6.278538813,10,80.80715432,90,35.28538813,40,35.03424658,40,0.251141553,2,4.867256637,3,9.654794521,10,5.222982216,3,72.00877193,75
8.4,77.64,32.65514,45,549.5,570,74.36932,75,527.13983,510,6.769406393,10,81.0506997,90,34.21232877,40,34.02968037,40,0.182648402,2,3.529761905,3,9.655737705,10,5.202185792,3,48.31952663,45
8.4,77.76,55.06234,45,551.23785,570,136.7721,135,526.9773,510,21.42694064,30,80.96224678,90,26.60958904,30,24.62328767,30,1.98630137,2,6.337837838,7,9.612021858,10,5.224043716,3,23.33220339,15
8.4,77.88,144.73653,135,569.5233,570,215.08945,225,536.6533,510,33.85844749,40,81.15808824,90,25.67351598,30,21.71232877,30,3.961187215,5,8.984848485,7,9.653005464,10,5.203551913,3,17.61094225,15
8.4,78,261.18298,255,575.5632,570,371.8744,315,544.10175,570,52.32876712,60,81.25,90,23.58447489,30,18.42465753,20,5.159817352,7,14.87987013,13,9.640326975,10,5.189631651,3,13.60260586,15
8.52,76.92,60.05078,75,556.5,570,118.18325,105,530.4419,510,17.05479452,20,81.01149425,90,31.07305936,40,29.80593607,30,1.267123288,2,8.63583815,7,9.636612022,10,5.211748634,3,41.75287356,45
8.52,77.04,41.164917,45,535.0627,510,96.50093,105,511.13492,510,12.11187215,20,80.54725224,90,31.50684932,40,30.63926941,40,0.867579909,2,7.471830986,7,9.467567568,10,5.216032609,3,53.83216783,45
8.52,77.16,25.447739,15,523.5,510,79.100006,75,504.59622,510,9.600456621,10,80.07371573,90,32.3173516,40,31.70091324,40,0.616438356,2,7.008333333,7,9.247340426,10,5.208894879,3,65.43801653,75
8.52,77.28,12.6452,15,524,510,55.11303,45,505.64212,510,4.840182648,10,79.95397008,80,35.82191781,40,35.57077626,40,0.251141553,2,4.659340659,3,9.389189189,10,5.255434783,3,90.59782609,105
8.52,77.4,10.835077,15,525,510,38.50881,45,509.4349,510,1.655251142,10,79.77941176,80,38.33333333,40,38.25342466,40,0.079908676,2,4.027777778,3,9.460490463,10,5.279672578,3,232.8108108,225
8.52,77.52,14.183212,15,526.29565,510,30.849989,45,512.86896,510,0.399543379,10,79.63976288,80,39.53196347,40,39.52054795,40,0.011415525,2,2.5,1,9.491847826,10,5.24386921,3,581.6,300
8.52,77.64,13.358909,15,517.8799,510,32.028503,45,512.02386,510,1.438356164,10,80.81940948,90,38.86986301,40,38.86986301,40,0,2,1.96875,1,9.647540984,10,5.206284153,3,132.8153846,135
8.52,77.76,16.544157,15,535.67334,510,68.95758,75,513.2453,510,7.180365297,10,80.48275862,90,34.53196347,40,34.01826484,40,0.51369863,2,3.048543689,3,9.597260274,10,5.251709986,3,39.66341463,45
8.52,77.88,54.658615,45,551.103,570,109.00433,105,522.6611,510,14.73744292,20,81.19402985,90,30.53652968,40,29.06392694,30,1.47260274,2,4.358108108,3,9.661202186,10,5.199453552,3,25.31864407,15
8.52,78,110.203285,105,570.54175,570,184.65125,195,536.3971,510,28.02511416,30,81.24426079,90,29.26940639,30,26.19863014,30,3.070776256,5,7.692789969,7,9.677595628,10,5.191256831,3,19.82704403,15
8.52,78.12,191.30038,195,574.3068,570,323.50812,315,542.9224,570,43.91552511,50,81.0835629,90,26.63242009,30,22.14611872,30,4.48630137,5,11.90712074,10,9.650273224,10,5.204918033,3,15.25776398,15
8.64,76.8,67.62999,75,553.51624,570,109.1954,105,527.49817,510,13.09360731,20,81.06617647,90,32.4543379,40,31.49543379,40,0.95890411,2,6.630057803,7,9.613079019,10,5.203274216,3,43.74712644,45
8.64,76.92,38.603523,45,538.569,510,84.62571,75,513.5229,510,9.315068493,10,80.38178473,90,32.28310502,40,31.63242009,40,0.650684932,2,6.325581395,7,9.497282609,10,5.241144414,3,61.1,75
8.64,77.04,23.409267,15,518,510,67.38811,75,498.98618,510,7.203196347,10,79.7512094,80,33.57305936,40,33.04794521,40,0.525114155,2,5.347457627,3,9.314516129,10,5.253387534,3,68.30252101,75
8.64,77.16,12.7216,15,514,510,48.768024,45,500.98032,510,3.184931507,10,79.62238084,80,36.74657534,40,36.59817352,40,0.148401826,2,3.985714286,3,9.256684492,10,5.243243243,3,119.4366197,105
8.64,77.28,8.082825,15,509,510,25.65643,15,503.39133,510,0.228310502,10,79.65517241,80,39.34931507,40,39.33789954,40,0.011415525,2,2.5,1,9.39295393,10,5.273469388,3,971,300
8.64,77.4,9.359398,15,504.02786,510,19.818388,15,502.62222,510,0.091324201,10,78.30167086,80,38.96118721,40,38.96118721,40,0,2,2.666666667,1,9.296195652,10,5.341961853,3,2187.75,300
8.64,77.52,8.773955,15,512.90735,510,21.85567,15,505.4902,510,0.171232877,10,78.41196778,80,38.74429224,40,38.73287671,40,0.011415525,2,1.875,1,9.308743169,10,5.37568306,3,971.5555556,300
8.64,77.64,10.085936,15,518.5,510,30.635908,45,506.34357,510,1.392694064,10,79.25568573,80,38.03652968,40,38.01369863,40,0.02283105,2,1.876923077,1,9.426229508,10,5.316939891,3,130.8636364,135
8.64,77.76,21.98272,15,529.35504,510,62.95436,75,509.9919,510,5.696347032,10,80.15161957,90,35,40,34.60045662,40,0.399543379,2,2.787709497,1,9.540983607,10,5.259562842,3,45.88888889,45
8.64,77.88,49.93676,45,543.5,570,97.97917,105,518.39935,510,11.36986301,20,80.74804956,90,32.3630137,40,31.10730594,40,1.255707763,2,4.065306122,3,9.620218579,10,5.219945355,3,31.55691057,45
8.64,78,77.81998,75,561.6501,570,137.07231,135,528.52234,510,18.84703196,20,81.11952283,90,30.38812785,40,28.39041096,30,1.997716895,2,5.343042071,3,9.695890411,10,5.20246238,3,22.92903226,15
8.64,78.12,126.87538,135,571.04346,570,217.58176,225,539.3661,510,31.68949772,40,81.21128699,90,29.66894977,30,26.38127854,30,3.287671233,5,8.020231214,7,9.648501362,10,5.185538881,3,17.34492754,15
8.76,76.8,56.0145,45,538,510,91.60765,105,513.22437,510,8.824200913,10,80.65701815,90,32.46575342,40,32.03196347,40,0.433789954,2,4.892405063,3,9.569482289,10,5.225102319,3,50.22641509,45
8.76,76.92,29.93426,15,524.12646,510,67.25199,75,501.91284,510,6.506849315,10,80.34974689,90,33.90410959,40,33.64155251,40,0.262557078,2,4.596774194,3,9.489130435,10,5.245231608,3,65.512,75
8.76,77.04,14.645614,15,514.51904,510,44.689457,45,495.97925,510,3.207762557,10,79.66336177,80,36.40410959,40,36.32420091,40,0.079908676,2,3.5125,3,9.315363881,10,5.272727273,3,104.6666667,105
8.76,77.16,7.3616734,15,495.75,510,27.169487,15,489.47705,510,0.570776256,10,78.34790612,80,38.29908676,40,38.29908676,40,0,2,2.631578947,1,8.895561358,7,5.253671562,3,435.45,300
8.76,77.28,7.9422045,15,495.5,510,18.222767,15,495.3948,510,0.091324201,10,78.68777242,80,39.06392694,40,39.06392694,40,0,2,2.666666667,1,9.323369565,10,5.328337875,3,2187.75,300
8.76,77.4,8.377136,15,504.5,510,18.228128,15,506.71448,510,0.114155251,10,78.50746269,80,38.91552511,40,38.91552511,40,0,2,2.5,1,9.240540541,10,5.330163043,3,1749.8,300
8.76,77.52,5.3278437,15,521,510,24.32205,15,507.7651,510,0.719178082,10,78.53681052,80,38.19634703,40,38.18493151,40,0.011415525,2,1.75,1,9.25,10,5.365122616,3,235.027027,225
8.76,77.64,11.136127,15,526.4482,510,51.937958,45,510.72025,510,6.00456621,10,79.68641918,80,34.79452055,40,34.18949772,40,0.605022831,2,2.938547486,1,9.419618529,10,5.300136426,3,45.73888889,45
8.76,77.76,40.036804,45,533.3466,510,101.36921,105,515.3124,510,12.51141553,20,80.39531142,90,32.2260274,40,30.46803653,40,1.757990868,2,4.120300752,3,9.583561644,10,5.258549932,3,28.70037453,15
8.76,77.88,74.163605,75,546,570,145.8383,135,519.887,510,18.08219178,20,80.78512397,90,31.38127854,40,29.23515982,30,2.146118721,2,5.577464789,3,9.649315068,10,5.225718194,3,25.1754386,15
8.76,78,91.765686,105,560.01514,570,172.18127,165,526.77905,510,22.6826484,30,81.02340523,90,30.50228311,40,28.04794521,30,2.4543379,2,6.113846154,7,9.679452055,10,5.210670315,3,20.77300613,15
8.76,78.12,125.92241,135,572.81036,570,217.94963,225,539.1497,510,30.43378995,40,81.16108307,90,30.12557078,40,27.14611872,30,2.979452055,5,7.281420765,7,9.698630137,10,5.201094391,3,16.69589041,15
8.88,76.68,54.591988,45,546.2698,570,90.7995,105,520.72003,510,9.303652968,10,80.660702,90,33.43607306,40,32.93378995,40,0.502283105,2,4.448087432,3,9.635616438,10,5.23255814,3,43.41530055,45
8.88,76.8,41.49009,45,531,510,76.91256,75,506.5772,510,6.98630137,10,80.29850746,90,33.55022831,40,33.34474886,40,0.205479452,2,3.891719745,3,9.505434783,10,5.237057221,3,51.89808917,45
8.88,76.92,31.199669,45,523.2521,510,59.88904,45,499.53278,510,4.326484018,10,79.91246257,80,35.3652968,40,35.3196347,40,0.0456621,2,3.575471698,3,9.457765668,10,5.281036835,3,78.31775701,75
8.88,77.04,17.66154,15,503.75,510,37.886932,45,492.6653,510,1.449771689,10,79.52501729,80,37.92237443,40,37.92237443,40,0,2,2.886363636,1,9.246648794,10,5.267929635,3,191.8222222,195
8.88,77.16,10.246582,15,479.69427,450,26.298931,15,482.0682,510,0.479452055,10,77.946593,80,38.17351598,40,38.17351598,40,0,2,3,3,9.013297872,10,5.327493261,3,581.1333333,300
8.88,77.28,11.463846,15,498.5,510,27.836887,15,495.13718,510,0.49086758,10,77.93071805,80,38.40182648,40,38.35616438,40,0.0456621,2,2.388888889,1,9.183783784,10,5.358695652,3,458.7368421,300
8.88,77.4,11.8087435,15,507.5,510,42.928616,45,508.0023,510,2.796803653,10,79.11609801,80,37.69406393,40,37.4086758,40,0.285388128,2,3.223684211,3,9.39673913,10,5.291553134,3,110.5714286,105
8.88,77.52,12.341034,15,529.5,510,74.59205,75,514.4741,510,10.30821918,20,79.60222017,80,32.28310502,40,31.28995434,40,0.993150685,2,4.85483871,3,9.38147139,10,5.319236016,3,42.01069519,45
8.88,77.64,34.309517,45,527.7151,510,127.49295,135,515.906,510,17.92237443,20,80.1199262,90,30.07990868,40,27.6369863,30,2.442922374,2,5.54770318,3,9.523287671,10,5.288645691,3,25.31338028,15
8.88,77.76,77.73838,75,535.267,510,191.6564,195,518.3153,510,25.61643836,30,80.5785124,90,29.71461187,30,26.52968037,30,3.184931507,5,7.101265823,7,9.624657534,10,5.238030096,3,20.55205047,15
8.88,77.88,108.59774,105,538.883,510,237.19754,225,520.0774,510,30.2283105,40,80.75246616,90,29.44063927,30,26.32420091,30,3.116438356,5,8.406349206,7,9.62295082,10,5.218579235,3,19.33860759,15
8.88,78,119.29143,105,554.3911,570,243.24026,255,525.14026,510,30.47945205,40,80.86717137,90,30.11415525,40,27.043379,30,3.070776256,5,7.876106195,7,9.663013699,10,5.218878249,3,17.90882353,15
8.88,78.12,135.09192,135,570.5,570,253.75528,255,537.25977,510,32.70547945,40,81.15675924,90,30.2283105,40,27.19178082,30,3.03652968,5,8.002793296,7,9.661202186,10,5.199453552,3,16.4178273,15
9,76.56,47.85562,45,546.0946,570,79.12731,75,520.7837,510,6.666666667,10,80.85740486,90,35.10273973,40,34.79452055,40,0.308219178,2,4.484615385,3,9.636612022,10,5.211748634,3,62.89230769,75
9,76.68,31.32272,45,534,510,66.2484,75,503.90552,510,5.98173516,10,80.55555556,90,34.53196347,40,34.41780822,40,0.114155251,2,4.260162602,3,9.587431694,10,5.236338798,3,66.41129032,75
9,76.8,28.446667,15,516.9483,510,63.451576,75,495.47662,510,5.627853881,10,79.90804598,80,34.543379,40,34.38356164,40,0.159817352,2,3.706766917,3,9.531506849,10,5.284541724,3,61.68656716,75
9,76.92,27.178722,15,512,510,56.562088,45,495.06683,510,3.698630137,10,79.65827753,80,36.02739726,40,35.91324201,40,0.114155251,2,2.867256637,1,9.375,10,5.302452316,3,73.99122807,75
9,77.04,23.208258,15,504.17722,510,49.173378,45,493.36572,510,2.089041096,10,79.30318413,80,37.39726027,40,37.3630137,40,0.034246575,2,2.577464789,1,9.266846361,10,5.297150611,3,119.1111111,105
9,77.16,22.449436,15,495,510,51.030556,45,494.86075,510,2.511415525,10,78.97766521,80,37.42009132,40,37.16894977,40,0.251141553,2,3.098591549,3,9.295392954,10,5.32244898,3,118.5972222,105
9,77.28,29.150637,15,519.2889,510,71.63459,75,510.5411,510,7.511415525,10,79.77424557,80,35.42237443,40,34.60045662,40,0.821917808,2,4.537931034,3,9.444141689,10,5.287858117,3,55.48630137,45
9,77.4,37.791573,45,532,510,132.61961,135,517.55945,510,20.54794521,30,80.02296211,90,29.30365297,30,27.52283105,30,1.780821918,2,9.42408377,10,9.527322404,10,5.266393443,3,36.24479167,45
9,77.52,64.36724,75,534.94934,510,212.12234,225,521.4548,510,29.7260274,30,80.46189376,90,27.44292237,30,24.48630137,30,2.956621005,5,11.52212389,10,9.519125683,10,5.270491803,3,27.11453744,15
9,77.64,104.62807,105,532.01105,510,260.07632,255,521.5172,510,34.71461187,40,80.39622207,90,27.47716895,30,23.74429224,30,3.732876712,5,10.78368794,10,9.491847826,10,5.24386921,3,20.204947,15
9,77.76,138.09314,135,538.5,510,290.2042,285,520.8282,510,37.7739726,40,80.73036288,90,28.24200913,30,24.07534247,30,4.166666667,5,10.57188498,10,9.609289617,10,5.225409836,3,17.3566879,15
9,77.88,146.40018,135,539.5,510,305.33145,315,519.4746,510,38.05936073,40,80.72952512,90,28.84703196,30,24.80593607,30,4.04109589,5,10.29012346,10,9.620218579,10,5.219945355,3,16.69230769,15
9,78,141.76685,135,548.3678,570,294.0076,285,522.2368,510,36.17579909,40,80.66513761,90,29.7260274,30,26.08447489,30,3.641552511,5,9.780864198,10,9.614754098,10,5.222677596,3,17.2,15
9,78.12,140.04488,135,559.969,570,282.99997,285,530.7034,510,34.6347032,40,80.95893554,90,30.77625571,40,27.4543379,30,3.321917808,5,9.422360248,10,9.615803815,10,5.201909959,3,17.7244582,15
9,78.24,171.47318,165,570.0702,570,322.8011,315,540.88385,570,40.1369863,50,81.20266238,90,30.25114155,40,26.46118721,30,3.789954338,5,9.901408451,10,9.643051771,10,5.188267394,3,14.77183099,15
9.12,76.56,32.42118,45,540,570,64.94837,75,511.28775,510,5.296803653,10,80.59187887,90,35.11415525,40,34.97716895,40,0.136986301,2,4.218181818,3,9.546195652,10,5.216621253,3,74.72972973,75
9.12,76.68,20.752855,15,525.5,510,54.744244,45,496.89053,510,5.011415525,10,80.05508377,90,34.92009132,40,34.8630137,40,0.057077626,2,4.346534653,3,9.509536785,10,5.255115962,3,81.56862745,75
9.12,76.8,19.149069,15,519.9585,510,50.41475,45,494.36182,510,4.189497717,10,79.59465684,80,35.44520548,40,35.37671233,40,0.068493151,2,3.336363636,3,9.445355191,10,5.307377049,3,75.6036036,75
9.12,76.92,17.525753,15,511.5,510,43.02638,45,493.92114,510,2.351598174,10,79.56069364,80,37.06621005,40,37.02054795,40,0.0456621,2,2.710526316,1,9.401639344,10,5.329234973,3,111.0779221,105
9.12,77.04,18.733187,15,504.74304,510,41.850708,45,494.27985,510,1.426940639,10,79.06278855,80,37.85388128,40,37.79680365,40,0.057077626,2,2.5,1,9.206989247,10,5.307588076,3,169.2941176,165
9.12,77.16,23.791502,15,521.5,510,53.685505,45,508.7048,510,3.105022831,10,79.15129151,80,37.52283105,40,37.11187215,40,0.410958904,2,3.578947368,3,9.331521739,10,5.324250681,3,110.2207792,105
9.12,77.28,31.803968,45,551.5,570,79.10492,75,527.5487,510,8.869863014,10,80.34482759,90,34.64611872,40,33.88127854,40,0.764840183,2,5.713235294,3,9.575342466,10,5.262653899,3,58.26277372,45
9.12,77.4,43.199184,45,553.59814,570,115.50293,105,532.3161,510,17.16894977,20,80.58877645,90,29.9086758,30,28.37899543,30,1.529680365,2,7.265700483,7,9.579234973,10,5.240437158,3,34.87980769,45
9.12,77.52,68.19717,75,544.76965,570,165.6665,165,525.33014,510,24.84018265,30,80.57603687,90,29.06392694,30,26.30136986,30,2.762557078,5,9.142857143,10,9.58630137,10,5.257181943,3,27.54393305,15
9.12,77.64,105.53612,105,537,510,220.18541,225,521.6908,510,31.41552511,40,80.67188219,90,30.15981735,40,26.46118721,30,3.698630137,5,9.112582781,10,9.532608696,10,5.223433243,3,19.82508251,15
9.12,77.76,129.85254,135,531.90967,510,255.36034,255,519.6008,510,35.60502283,40,80.68442811,90,30.71917808,40,26.60958904,30,4.109589041,5,9.746875,10,9.603825137,10,5.228142077,3,17.57009346,15
9.12,77.88,135.98035,135,529.1553,510,268.52747,255,516.32196,510,36.11872146,40,80.52752294,90,31.10730594,40,26.97488584,30,4.132420091,5,9.224489796,10,9.619178082,10,5.240766074,3,16.26453488,15
9.12,78,127.147934,135,534,510,261.03925,255,516.0923,510,33.64155251,40,80.54599679,90,31.79223744,40,28.13926941,30,3.652968037,5,8.957446809,7,9.621917808,10,5.239398085,3,17.61212121,15
9.12,78.12,121.50023,135,544.25,570,249.25731,255,521.19977,510,31.75799087,40,80.7073955,90,32.11187215,40,28.77853881,30,3.333333333,5,8.803797468,7,9.577656676,10,5.22100955,3,18.85488959,15
9.12,78.24,133.95322,135,558.5031,570,260.9026,255,531.02936,510,33.41324201,40,81.11085609,90,31.74657534,40,28.44748858,30,3.299086758,5,8.78978979,7,9.582655827,10,5.178231293,3,17.46107784,15
9.12,78.36,164.38367,165,573,570,314.4527,315,541.4344,570,39.52054795,40,81.15675924,90,30.83333333,40,26.96347032,30,3.869863014,5,10.48787879,10,9.687671233,10,5.206566347,3,16.05454545,15
9.24,76.44,36.641724,45,542.5,570,66.49232,75,514.5839,510,4.634703196,10,80.60522696,90,36.11872146,40,35.93607306,40,0.182648402,2,4.319148936,3,9.609289617,10,5.225409836,3,87.92631579,75
9.24,76.56,21.482216,15,528.8011,510,54.93521,45,499.10004,510,4.657534247,10,80.64738292,90,35.52511416,40,35.49086758,40,0.034246575,2,3.849056604,3,9.62739726,10,5.236662107,3,78.04672897,75
9.24,76.68,16.495754,15,517.7904,510,47.951084,45,492.74252,510,4.269406393,10,80.19323671,90,35.59360731,40,35.55936073,40,0.034246575,2,3.431192661,3,9.527322404,10,5.266393443,3,76.22727273,75
9.24,76.8,13.359674,15,511.89557,510,40.391487,45,493.02988,510,2.808219178,10,79.42804428,80,36.52968037,40,36.51826484,40,0.011415525,2,2.5625,1,9.384196185,10,5.31787176,3,87.7628866,75
9.24,76.92,9.008977,15,511.75,510,29.37086,15,494.64996,510,1.050228311,10,79.00092507,80,37.94520548,40,37.94520548,40,0,2,2,1,9.333333333,10,5.363387978,3,184.4042553,195
9.24,77.04,6.528318,15,502.5074,510,24.782854,15,494.2053,510,0.353881279,10,78.79207008,80,38.68721461,40,38.67579909,40,0.011415525,2,1.9375,1,9.245945946,10,5.327445652,3,513.4117647,300
9.24,77.16,8.431925,15,505.8348,510,29.830385,15,500.82693,510,0.890410959,10,77.98524666,80,38.44748858,40,38.25342466,40,0.194063927,2,3.714285714,3,9.099462366,10,5.361788618,3,394.5909091,300
9.24,77.28,18.971256,15,557,570,43.842377,45,529.7184,510,2.408675799,10,79.49541284,80,38.81278539,40,38.47031963,40,0.342465753,2,4.489361702,3,9.495890411,10,5.302325581,3,178.0833333,165
9.24,77.4,21.172659,15,546.81824,570,40.994373,45,532.0984,510,1.358447489,10,81.44259302,90,39.48630137,40,39.45205479,40,0.034246575,2,2.38,1,9.74863388,10,5.155737705,3,169.4117647,165
9.24,77.52,17.493984,15,539.87537,510,49.06374,45,522.8138,510,3.892694064,10,80.3731859,90,36.78082192,40,36.38127854,40,0.399543379,2,2.603053435,1,9.51226158,10,5.253751705,3,63.77272727,75
9.24,77.64,43.195732,45,531.0475,510,95.226616,105,518.49695,510,11.76940639,20,80.24861878,90,35.01141553,40,32.956621,40,2.054794521,2,4.091269841,3,9.47826087,10,5.250681199,3,30.54545455,45
9.24,77.76,78.973076,75,526.9856,510,150.44252,165,514.5125,510,21.66666667,30,80.42279412,90,34.79452055,40,31.60958904,40,3.184931507,5,5.786585366,3,9.56557377,10,5.24726776,3,20.85410334,15
9.24,77.88,93.10386,105,524.88306,510,181.14912,195,512.7958,510,25.86757991,30,80.27101516,90,34.34931507,40,30.99315068,40,3.356164384,5,6.684365782,7,9.580821918,10,5.259917921,3,19.09705882,15
9.24,78,94.24118,105,529.2921,510,187.0777,195,513.3787,510,26.21004566,30,80.23897059,90,33.94977169,40,30.69634703,40,3.253424658,5,6.957575758,7,9.540983607,10,5.259562842,3,19.52567976,15
9.24,78.12,91.21173,105,533.55273,510,182.36899,195,515.2472,510,24.5890411,30,80.40881948,90,34.06392694,40,31.09589041,40,2.96803653,5,6.926045016,7,9.487804878,10,5.22585034,3,21.16987179,15
9.24,78.24,96.151665,105,540.50604,570,184.95842,195,520.1208,510,24.76027397,30,80.85399449,90,33.37899543,40,30.60502283,40,2.773972603,5,6.778125,7,9.599455041,10,5.210095498,3,20.52959502,15
9.24,78.36,111.99753,105,549,570,204.63841,195,527.73315,510,27.69406393,30,81.11085609,90,32.12328767,40,29.23515982,30,2.888127854,5,7.534161491,7,9.60326087,10,5.188010899,3,19.60681115,15
9.24,78.48,134.11517,135,558.4355,570,240.13605,255,533.709,510,32.76255708,40,80.92180693,90,30.95890411,40,27.62557078,30,3.333333333,5,8.592814371,7,9.563685637,10,5.187755102,3,17.57910448,15
9.24,78.6,168.40305,165,572,570,294.98767,285,541.1888,570,39.56621005,40,80.92618065,90,29.42922374,30,25.60502283,30,3.824200913,5,10.79439252,10,9.566395664,10,5.186394558,3,16.49221184,15
9.24,78.72,203.05563,195,576.7847,570,344.65427,315,541.8368,570,44.87442922,50,80.81248566,90,28.05936073,30,23.94977169,30,4.109589041,5,12.55910543,13,9.54200542,10,5.198639456,3,15.42492013,15
9.24,79.32,334.48117,315,549.82324,570,481.95645,315,530.4555,510,60.42237443,70,80.79212454,90,25.06849315,30,19.24657534,20,5.821917808,7,23.4159292,22,9.595108696,10,5.192098093,3,15.40888889,15
9.36,76.44,28.342268,15,536.43744,510,61.44365,75,509.0508,510,4.737442922,10,80.4726939,90,35.49086758,40,35.4109589,40,0.079908676,2,3.990384615,3,9.584699454,10,5.237704918,3,79.46666667,75
9.36,76.56,16.308662,15,520,510,49.83791,45,493.30334,510,4.48630137,10,80.11024345,90,35.35388128,40,35.34246575,40,0.011415525,2,3.742857143,3,9.504087193,10,5.257844475,3,78.9245283,75
